,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120
CCDC40,100.5509866,102.4310494,102.3383363,99.88570707,99.27520251,100.5214394,101.1662281,101.3345051,100.5723548,100.9153879,101.7316869,101.4579967,101.7934101,100.6291226,102.7270286,100.3785447,101.9488827,100.1126106,100.2575738,100.5698491,100.0003563,99.98835914,99.13279358,100.3576569,100.10253,101.4786051,100.7928472,101.6985378,101.3227315,101.8841457,98.9723157,101.1638764,102.9770434,100.5804719,101.2079935,102.0371247,102.8801101,100.3340879,100.5098596,99.7023622,102.4021376,101.0440585,99.63213019,99.85151604,102.5934269,100.1900836,98.3547771,100.0555389,101.2930012,101.4304138,101.596343,100.9633384,101.344662,100.3403226,100.1041662,102.9567414,101.1462259,99.73485754,100.2996498,101.676904,100.8009954,100.8419656,101.0170885,98.56757014,100.7754549,100.3006014,101.7551716,100.8888886,100.6779795,101.6831922,102.1465071,99.2875742,98.83258069,100.5008187,100.462902,100.4413189,103.0393766,101.0337053,101.0936393,101.2898586,100.5439903,100.3215877,100.8440161,100.8116293,102.1080318,102.0978331,102.2036613,101.4341149,101.2547219,101.7544116,101.5071175,100.7291123,100.6337354,102.5587063,102.0526622,101.7598882,101.8782309,102.2732284,101.2178738,102.170947,100.94378,101.1613378,99.02721627,101.697482,100.099654,101.363503,101.2906879,101.4865368,102.0175482,100.9531928,101.7938985,99.89245466,101.7884642,100.6516254,100.3416941,102.5209989,101.2727252,100.525352,100.9013055,101.0874997
FAM9B,81.51125307,83.3982418,80.23395835,83.26249255,83.34471882,82.72173809,82.81903059,81.25789534,82.12194883,84.0924626,83.35813816,81.44911862,81.90672944,81.4911537,81.81023533,81.8836443,83.64196822,82.00362842,83.73025156,80.93891963,83.63240832,82.3595867,83.52141226,81.53401028,80.83862906,82.70845236,82.8037076,84.25633104,81.77951193,82.19467996,82.78237682,82.47355624,82.01602231,82.57034832,82.62899903,81.95614369,82.8743245,81.7938787,83.50634495,83.0756397,84.08336933,82.7644588,81.64319508,80.98950977,84.03339113,82.43994569,83.20116438,83.16142818,83.14134107,82.88400526,83.22460641,81.65794601,83.1336088,83.98803927,81.33829905,82.09337034,82.24573673,83.2207522,81.69910044,82.27515206,81.72618655,81.54281662,81.84928245,82.04546388,81.84066216,82.03624777,81.96151418,82.26659587,81.93350926,83.58441983,83.4413166,83.34043826,82.80486892,81.93840896,82.09635391,82.00822486,81.68462733,82.29552679,83.93444672,83.93191983,82.3239789,82.59712536,82.38567359,81.49395908,81.86788043,83.37286422,82.40774602,81.38523257,81.83721444,83.30652237,83.13172753,80.97162258,81.74042043,82.76399581,81.27880284,82.2269909,82.11269383,83.33231198,82.66447279,82.79099951,82.84209215,82.00016566,83.02041098,82.45460802,81.64690373,82.62695115,82.62631257,83.71567775,81.68621114,82.78401413,82.90862998,82.76253624,81.83061262,82.23222884,83.09693909,82.63763154,82.79866552,82.00899692,82.00135822,82.56450866
FAM19A4,87.30576189,88.16332401,89.3781014,88.28550723,89.33571455,89.41696169,89.44504564,89.20638214,89.44094455,88.34251346,90.3055238,90.10996728,88.33841126,89.60940174,89.45773274,87.97409083,89.2918834,88.51253274,87.66591959,89.39497404,86.80311169,87.98484566,88.60195127,88.998175,89.64219562,88.67623702,88.73366846,88.2462352,88.48447061,88.69900342,87.74642857,88.39097184,89.58367039,88.66875217,89.73147194,88.44886375,87.50056878,88.3249443,88.57753363,88.54563307,90.12441732,89.88748034,87.96029588,89.48044991,89.20244338,86.92368476,88.36121875,88.0167958,89.63466777,89.53628366,87.09440605,89.42326262,87.70076232,88.46493011,88.31661726,87.62601369,87.50609322,88.22248316,87.79358252,87.39964159,88.8552728,88.1835184,87.52828273,89.21539892,88.59744531,88.54296371,89.11040111,88.83537636,88.50276522,88.91204993,88.50246194,87.35059788,89.0773362,87.99052072,87.754491,90.12115702,89.55587624,89.60911746,90.48892131,89.23536316,87.47891635,87.72011883,88.77117894,87.36755571,89.11679695,88.6046531,89.15691141,88.06651146,90.35226282,87.54733858,89.73577555,87.68037688,88.59310705,89.8484333,89.75827874,89.69509344,87.03415522,89.44231816,88.035129,87.82233105,89.49851893,88.20637613,88.90710398,88.7914633,88.33748665,88.86605632,88.05924307,88.27018234,89.90885946,88.28040181,88.7325217,89.5558217,88.63967601,88.82195712,89.34421263,88.77328954,89.20380849,88.96880873,88.13751805,88.59636453
EPB41L1,109.0645777,106.9539136,105.7726819,105.9016297,107.0409488,107.4317287,107.8845504,107.3395139,106.9024288,105.0195091,107.4819277,106.3834707,106.6765121,106.0591163,106.1576561,106.4836485,106.7426239,107.105573,107.6753798,106.3518766,106.4630244,109.1474794,105.9644602,105.1678067,107.1303187,107.448816,106.7794957,107.495304,106.0217467,106.2947668,107.7533847,106.8170384,105.4684352,105.7990067,106.9345748,107.4365842,108.0204281,105.4345242,105.6740171,107.6327398,106.3856511,105.4107819,107.219429,107.4637712,107.4231798,106.7580144,108.2228638,109.9392328,106.3992384,107.3941907,107.0927196,108.7933947,108.7396107,106.4874315,105.4339466,107.7521758,106.2837477,107.9065991,107.2974426,105.8598609,106.6400157,106.065961,107.1170718,106.4945546,109.0500901,106.9339902,106.2748648,106.939,107.0508306,107.6778655,107.9660344,106.7788183,109.1689497,107.3735663,108.8696702,108.1059571,106.8388288,106.8425886,106.3472015,106.9363149,108.4939904,108.7866513,107.3081534,106.8770353,105.3479023,106.9406685,106.5007936,107.4567968,106.5392962,107.8852987,106.5547667,108.6068682,106.9681916,105.7613033,105.5380773,108.2040755,108.1307646,106.7661447,107.6571906,108.2633944,104.9641851,107.0227635,108.1812237,106.8028698,106.2594462,107.7307886,107.2711118,106.4357437,105.5522292,107.5974272,106.3487842,106.4900571,107.0703572,105.9891694,107.6607889,107.4473311,105.1817159,107.6456084,107.7958436,106.8887214
GLTSCR2,121.712242,119.0190262,119.4749889,119.18685,119.8938258,119.9375967,122.6481373,118.9126103,118.6521482,117.6709782,120.2705258,119.4265964,118.8609091,121.0242581,119.4028993,119.3685228,120.896685,118.968246,120.5233914,119.3696745,116.9909612,120.8336795,120.9378446,123.2300637,119.2573353,119.2646564,119.5239634,117.6639859,119.9586606,117.2081646,117.993574,118.1401914,119.6819346,120.0122709,122.0367644,119.3147448,119.9216116,121.5134375,121.0476687,120.7186374,120.0911893,121.9972941,120.4265044,120.0007094,121.6515287,120.2938268,118.1137696,117.0545815,120.9455105,119.7755764,118.6686261,119.7325956,118.5017119,119.787925,119.391866,117.2792109,119.8580256,119.5375003,120.3609637,121.3179416,118.0232731,120.0520955,120.6446625,120.1353547,118.0022618,119.2943618,118.8908369,120.2015787,121.1244202,121.0364282,120.8087714,121.4837831,119.8250251,119.661333,120.7893403,119.8627186,117.5521684,118.275824,121.7907721,121.2635909,119.0457189,117.4933492,121.8213708,120.4489173,120.7151969,120.0536682,120.0032708,120.1200153,121.1681504,117.615906,118.959132,118.5067672,121.6157365,118.8266062,122.0023351,120.8907079,120.3183749,121.2815136,118.0554608,119.2085982,121.1309915,120.4636261,120.0920364,122.1409408,119.4837782,122.1176796,118.8028309,120.4947631,120.1518882,120.4465086,120.0547094,119.0461024,121.3642089,117.7017428,121.1335273,118.8409565,119.8221996,119.4406339,121.5781211,119.9541192
ADARB2,99.10023211,97.87659292,97.93750475,100.5634906,95.73653931,99.67150958,95.92059923,98.74125444,97.19089957,97.77318001,99.16210006,96.71505204,97.70001762,97.31374987,99.58213178,98.88558798,98.01454891,97.37266727,97.33572243,98.00804734,97.80860811,98.41042911,99.36169,98.78669327,98.19096994,98.37937548,97.91392312,96.91311213,96.56709024,98.78162322,97.51500179,98.56774664,97.53436478,98.60386235,96.74639025,97.13565122,100.1204125,97.4644704,97.79733457,99.97311399,98.10438044,98.69578039,97.13486522,99.02959923,98.43214713,96.88509335,99.23660959,96.87989251,97.97469825,98.31516362,98.18911771,98.31700063,98.28726376,97.69103398,97.93599404,97.87943622,98.30743992,98.66290569,99.01678178,97.40297939,98.15360679,97.06976084,97.49046502,97.79907494,96.94004035,98.84343235,99.33510896,99.01854604,98.37470752,97.93878089,97.47607738,98.22268028,97.5891801,98.12296606,97.61005256,96.09173164,97.01643879,96.69196263,98.27348346,98.72826361,97.9543808,97.69303392,98.40956611,98.06652257,97.77362605,97.9626179,97.63213283,97.89867966,98.49458898,99.60546631,99.71936275,98.34968709,98.27071488,99.38518216,95.91429285,96.31242155,98.24802159,97.52264998,98.50847221,97.13786821,97.73747586,100.8760728,96.28194828,96.07324885,97.42470815,98.68781378,98.84745519,98.75762711,98.90235689,97.50781009,97.92231692,98.90886653,97.46061605,97.8407686,96.87318075,98.36925328,97.852866,98.94481036,99.1049358,98.93831899
FBXO11,94.11130962,92.57095939,93.45212907,93.20014276,94.17109287,91.74625889,92.83664186,92.92417317,94.44570701,93.36899762,92.62035783,93.09762001,93.12817566,93.69254733,93.51123718,91.89404529,91.82955743,94.10044715,93.3228135,92.48858081,93.47210648,92.18102049,93.33789985,91.29185878,93.02138307,92.80642991,93.0097242,92.86206114,92.05639864,93.29640868,93.75788727,94.05917035,93.05649554,91.62765279,93.98570549,92.12978707,92.05621082,93.22487997,91.66984176,92.32422333,93.42427848,94.10333605,93.00835843,91.70506175,93.74237433,93.22001221,93.17230537,93.18104257,92.89328269,94.05296023,93.965367,92.50769233,93.51942848,92.57442453,94.02050366,95.14248249,92.86933078,92.81960594,95.50010733,93.08615248,92.46225837,93.197422,93.41820971,92.78975409,92.28500983,92.51592816,93.41129887,93.58363337,91.82820051,93.12757307,92.06184258,92.41664003,93.61337617,92.23281377,94.25488094,93.087974,93.15493805,92.50007102,92.57407125,92.89374293,93.12666528,94.62646858,92.05901221,92.91389613,92.36785241,92.70971512,93.41546745,92.8571289,92.09587755,92.68405067,93.39004718,93.1643373,93.56269119,93.60035279,92.41255012,90.81252762,93.55385269,92.0599022,92.76545466,94.97779425,92.47439612,94.67980818,92.66801004,92.84610528,93.99695065,93.24914393,93.38063474,92.94384345,92.41067664,93.4758988,92.62371033,91.53324374,92.15207529,93.9759894,92.84136279,94.8968914,92.94645916,92.57052461,94.10917428,93.01633035
GFOD2,105.9703557,102.5880533,103.6568169,102.6855322,102.6700806,103.6758886,105.6867834,103.3646959,103.0175244,102.8977809,104.9113726,103.1710732,103.9058371,104.2036221,104.4925917,104.4143332,104.9837203,103.6754075,104.5732406,103.4932668,104.5217933,105.3423815,102.8687916,104.7245133,102.7156909,104.8713876,103.6513308,102.6034841,105.3570896,103.7708204,105.3562759,104.7308452,103.2732637,102.0040014,102.9172176,105.5992067,103.7362996,104.4999679,105.3940302,104.5599564,105.1448661,103.6551239,103.2230435,104.3852426,103.2358039,104.1938871,103.9719426,105.4423671,104.2157889,104.8949212,104.7103359,103.0218626,104.0847461,103.5635332,104.9217939,103.8229852,102.9236402,103.2945106,103.7801695,104.1363442,103.1307801,103.9721028,102.6316287,103.8313348,105.0347557,102.0167654,104.6985447,104.2167514,102.7637132,103.4609076,103.5906049,103.465156,106.4272568,103.7330332,101.8723945,103.9440664,105.856629,104.3827154,103.0983276,105.6798797,103.7767993,104.539432,104.9565,104.088038,102.4774176,102.726337,104.381548,104.1633993,103.4304883,105.0833433,104.1870191,103.8623738,105.0425774,104.1351047,101.2705404,102.2349151,103.9454968,103.5469586,102.3915024,104.7353368,103.6327338,105.2095839,103.0289857,101.5048114,104.1923524,103.6346634,104.2119045,104.1076748,103.1876723,102.998021,104.4242362,104.1972053,104.6261437,104.2875163,104.1029648,104.5186561,104.7467507,104.2968795,104.4761797,104.4630576
FAM135A,92.79736116,92.15452882,92.01874635,91.06672621,92.15658962,91.98294394,91.72781903,92.68612298,93.18484051,90.70628357,91.90606551,91.58280363,91.30056885,92.34625627,90.96565047,92.5996119,92.0385274,92.29969787,92.36184663,92.63038492,92.35592117,91.43851368,91.03876341,94.00427799,91.11148103,92.96981058,92.01881943,91.54951974,92.36806672,92.35222552,92.40156202,92.75270673,92.35592096,91.64018665,91.12104074,92.39659359,92.37769668,92.08298271,91.39925511,89.91217147,92.37217691,92.30186179,91.57757494,92.87605145,92.14880182,93.13437927,90.69019455,92.16918872,92.41185223,91.94437624,94.20801301,91.66211959,91.67033209,93.22207487,91.68271068,92.68726877,92.01401451,94.29479497,90.74983969,92.51849176,90.73788037,90.88834695,91.42068428,92.00025133,92.62748343,91.18410756,92.11669862,92.80914974,91.44266545,90.47243567,91.88467252,92.3673338,91.06879799,91.77082043,93.37337747,90.75011148,93.1551556,90.78170176,91.93024784,92.20816031,91.34561364,92.02434966,90.57518704,92.87592453,93.02313569,90.76354096,91.16024434,92.24387585,91.67561616,92.08718961,92.17689697,92.7724441,92.57411734,91.03495291,92.35719544,94.43723277,92.75652028,90.88221726,92.38414103,90.85416105,93.2061108,91.17756643,91.34967833,91.59602398,92.59398515,91.33519408,91.17723843,90.97877929,93.56096231,92.98375542,92.28583659,92.2125825,93.36221775,91.017665,91.25680602,91.90942122,90.88449695,92.23982732,91.77523852,91.19267927
AIMP2,92.30214266,92.45107958,90.47001142,89.93349781,90.51455631,89.48608851,91.46549972,92.10773374,92.42334468,91.03731276,91.47913971,90.74098827,89.85060818,89.86852644,90.63248689,90.62222522,90.07295508,90.25127604,90.8435246,90.94239523,90.99380338,91.42675183,89.75453954,92.09550599,91.37834972,92.57207143,92.22449789,91.27463994,91.76354409,90.35184857,92.5782998,92.69405625,90.17398878,91.35799665,92.3903883,90.76699793,91.92257735,90.85692213,91.93814928,90.39244881,92.00386775,90.84361422,88.96631023,91.31507593,91.83845881,93.28960075,91.12419802,89.38064934,91.37510889,91.63318203,90.68044829,91.1608059,91.69442645,91.43429173,89.27662683,90.0962342,91.93489632,92.24964039,93.15752112,91.55151521,89.13812789,91.34750555,91.03001347,91.60886413,90.89142239,92.52519019,91.490092,90.41799829,90.97868273,92.01602714,91.55421341,90.39740256,90.96939027,91.7861885,90.10034625,92.22272895,91.29601377,91.68736868,92.30923283,90.22335558,91.17640736,91.62911535,91.05975802,93.09726337,89.88152968,91.8417964,91.65761891,91.3905596,90.95999789,91.8920703,91.17435231,91.04912426,92.12057961,91.03057067,91.34605732,90.22978909,90.40806462,91.47270695,90.94325705,92.80158248,91.57685699,90.75230624,92.28226726,91.58751329,92.16372865,91.78759947,90.48631131,91.11685169,90.25571332,90.48614281,89.85526451,89.43198846,91.98840418,91.42269693,92.03808906,90.9842447,91.26680185,92.23010308,91.99917375,90.58624339
DYRK3,92.18050186,90.90159549,91.52536988,91.77360065,91.45042012,92.37709536,91.27324904,91.51161188,92.24362137,91.36474426,92.50366819,91.92362149,91.39652789,92.07933314,92.40393662,91.41426956,91.36516335,91.31136271,93.26803748,93.29666723,92.84597061,90.82818277,92.33647425,93.16628099,94.62191479,92.94706268,91.08245137,91.93137269,92.17994328,91.7735023,91.49365256,91.87822869,92.21330118,90.84904181,92.23697963,91.00594483,91.8407477,92.26336721,90.59720102,92.7310623,90.25691298,92.03941134,92.66745652,91.65157108,91.82162244,91.66100366,92.75062093,92.14804525,92.37862323,91.22725505,91.65839716,91.06336993,93.6597671,92.83264569,92.6046495,91.06512463,91.80362584,92.2834064,92.14570527,92.5681811,91.82953407,93.6262523,91.3435356,91.90278904,92.18398743,91.33065084,92.32367118,90.69647909,92.83940019,92.62547636,93.42960298,90.46507463,91.13130137,91.16805851,92.5387222,92.1441748,92.79214978,91.35315736,92.65677215,90.37418003,92.51176146,92.47871603,91.81350925,93.26582037,92.25848181,91.24088379,91.97411869,90.68653241,90.64922398,91.26852098,91.07504336,91.92719593,91.64341009,92.28960802,92.19720247,91.21954198,91.70934072,93.25197278,91.18443072,91.36335794,91.13646611,91.71251302,91.56139015,91.82022592,91.54699562,92.59334765,92.05130735,91.21926736,92.29784292,92.28037409,93.76804446,92.48133565,92.60550087,92.12469408,92.89314076,93.04816271,91.76697459,93.51227301,92.17300405,92.00925622
C15orf29,95.90224337,97.9833975,95.29178739,95.37311639,96.63061938,97.47630196,95.62154246,97.31762217,96.24243982,97.74516352,96.41383976,97.46868014,95.95373952,96.17588574,96.11054828,95.93234635,94.45161514,97.65226267,94.9491115,98.2313455,96.13768196,96.60448208,98.11502001,97.25145309,98.31882668,98.38712756,95.50884098,97.58363797,98.96551715,95.94943006,95.2615428,97.15097475,97.71033404,97.40447823,96.01352488,95.46322508,95.63643843,97.22069172,98.39185443,96.32668804,95.86495423,99.00887188,98.82128903,98.3076478,95.91073275,98.96152192,96.63313836,96.37557894,95.6005039,96.81426144,96.28403357,97.21145218,95.11425126,98.62731856,99.11725964,95.83057419,94.93611137,96.33471286,95.85351455,95.48030455,96.34945592,95.71022756,97.05870494,96.42220552,96.48817954,95.72844599,96.26440768,95.77919227,97.2172472,95.17867475,95.88772046,96.63001864,95.66105023,94.73309731,97.18585681,95.59492969,97.91438244,95.86007381,97.02538762,96.73502901,95.82755308,96.7266095,96.81097974,97.71107636,97.04571048,96.72361014,96.0107745,95.96000106,96.22663811,97.20839813,97.09557255,95.5711829,95.75582516,94.97649337,97.3435827,96.27986341,95.63836073,98.37548506,97.3639477,97.63925584,94.22138719,97.46305314,96.0590604,96.3215061,95.57659058,96.5550675,96.37922556,97.74113269,97.26234736,97.86165594,97.10153057,96.07645423,95.82865948,97.15278705,96.67667959,96.21205666,98.16275755,96.80610789,97.38152715,95.10590921
FAM9A,69.17754408,69.38793319,67.94789852,70.07469445,67.5964394,69.12076909,68.85533419,68.95582651,70.71604475,68.28105918,68.72794956,68.61239292,68.53068431,68.00253942,67.51425777,68.98757322,69.32700618,68.35010424,69.21835067,68.59467482,68.81825032,69.34427354,68.59800596,68.34517185,68.78630965,68.25683882,69.00751373,69.31826999,70.09992414,67.77375579,68.31331703,68.57637934,68.62209954,69.4647553,68.13743105,68.41867269,69.44665062,68.27657855,68.32532305,69.52936513,69.74262087,69.44822343,68.61513623,67.88442094,69.04679775,68.25217997,69.15260311,67.88230023,69.11665905,68.87092698,69.65282408,68.52002186,68.56303527,70.10917214,68.15512211,67.83164842,68.54412054,69.11801787,69.00801958,68.66000597,69.28867133,68.47324284,68.53745295,68.76125507,68.61460219,67.73629692,68.78777535,70.33637257,69.22779607,69.11742851,69.33481353,70.71732162,67.5118984,68.99269266,68.5638497,67.93418576,68.45156486,68.13667335,68.82443238,67.86455041,67.9641293,69.79248739,67.16291739,69.95810746,68.88865576,68.64466031,68.18721673,68.83582891,69.6913784,68.59482981,70.36894784,67.23551659,70.72305807,70.22296436,70.47198759,69.41814837,68.38774686,67.60561929,69.45288226,68.41166619,67.39218171,70.14839745,68.40573833,70.0418651,69.22417695,68.59459468,68.45638756,68.89630123,68.36125323,68.49169783,68.58296477,69.53368572,68.42172077,69.42143744,68.32606307,69.63078061,70.61269508,69.16590042,69.6350124,67.61868095
ARSK,103.3841263,103.2680315,101.0678729,103.8676006,102.2940191,105.1388026,102.7068151,103.7369958,103.503987,103.2403569,102.4929355,102.1773319,104.4135043,102.7018429,103.3986743,102.9009056,102.1904324,104.7266561,103.9081537,103.2606042,103.2908423,103.1943513,101.9717053,103.1072522,104.2254973,103.1578829,103.0939905,102.9343829,103.890931,101.5711051,103.4068354,102.6491456,101.9130849,101.3522874,103.1184833,102.2416673,103.139151,104.4253101,105.3050272,102.6402052,103.8534694,103.0585175,102.8882843,103.4899615,104.6406186,104.067863,104.0404536,102.5651173,105.0144175,104.1251543,103.5517691,103.242156,104.350371,102.4575398,103.0237613,104.0657946,104.4961004,101.3229019,103.5595175,103.68008,104.4723412,102.0941978,102.0768093,103.3963529,102.7842374,101.9267105,102.7451871,103.0795693,103.3024488,102.2169819,104.521919,104.0621404,101.5696159,102.5972153,103.8642194,104.212677,103.3058245,102.9239097,104.8211027,103.4054708,102.5359416,103.1126959,102.8987834,103.4668901,101.9200823,103.3791536,104.2414752,104.3608593,103.1511535,102.8949702,102.8214848,104.2600289,103.0320987,101.3058772,103.2711295,101.5920024,101.8091577,103.6739436,103.3363519,103.3516265,102.6676178,102.5274924,103.2673275,103.5108326,102.1750819,103.3289136,101.3738161,104.0558492,103.1633068,103.0853478,105.3061217,104.1198376,101.4728172,103.8623132,104.1198578,102.7381554,103.1615568,103.657651,101.848702,103.4883128
AGR3,86.98955145,88.19716554,91.16797263,89.91175991,88.86944483,89.22733485,88.04971645,89.95509252,89.74921333,87.31266177,88.5243189,88.59918404,89.32578634,89.54351036,91.3000002,89.05897995,89.00483098,89.20325691,88.91563416,89.3220025,88.53031067,88.58220868,88.12650384,89.75300522,87.71840473,87.39088527,90.28943235,89.07338236,90.10251048,87.34429197,88.57981398,89.36602003,89.37529365,89.52650051,89.77398131,88.9238024,88.99919371,89.14171824,89.47282848,89.95914347,87.72270871,88.73218956,88.6997391,88.35664182,88.16771211,88.853957,88.86572313,88.39875017,87.77383541,88.27541365,88.80900294,88.41398305,89.39823936,89.59598424,89.37218633,88.72704945,86.92469198,90.14051738,88.66750778,87.7291797,89.49878554,89.38902688,89.18970615,89.04051324,89.15760018,87.45996881,88.10741077,88.2995744,89.93726858,88.81363922,87.43103792,90.00138567,90.10422708,87.99313873,88.71519049,89.20054021,89.02464659,87.05319945,86.73688419,91.00424384,90.62653599,89.04423556,89.762041,88.43410795,88.34944271,90.28691043,88.83545555,88.36874463,89.02342938,90.5292891,87.65245387,89.02059901,89.122154,89.35007243,88.83416816,89.8520485,88.83550046,88.98981192,89.47934561,90.59152473,87.68035104,88.49306442,89.77857617,89.10849392,89.65504232,89.79758357,89.50547814,87.67139585,88.74870604,89.23017665,88.85166166,89.59551286,89.8408191,89.36373286,89.27372216,88.80184564,89.16577513,88.79927265,88.18149938,88.39806079
ANKRD10,82.90994831,83.51722873,84.28437735,81.93523646,82.91339558,83.86945602,81.93175651,83.55214581,82.93397147,82.585817,83.946717,84.55192959,83.87378542,83.29530095,83.10849974,83.14752423,82.83869215,83.44216323,83.43460957,82.64096141,82.89366949,83.75005593,84.53466681,83.51692453,85.01057985,84.64222018,84.8987754,83.32506583,84.0072682,82.36869341,84.75483597,83.92193222,82.86838555,84.22666387,82.79428687,83.87665854,83.44009684,84.22480141,82.80839311,81.79439057,83.91034058,84.3834441,84.4785119,81.66508311,82.58067131,83.2516154,83.95151175,84.45838914,84.2395111,84.17218084,82.06678581,83.74669203,83.819983,82.18823729,84.44484694,83.30146216,82.11782115,82.56495458,84.3662661,82.53837812,83.7633847,83.26102413,82.49511508,84.5380705,83.62697957,83.20905884,83.33576418,82.76597262,83.2025944,82.69042677,83.37302049,82.65236121,84.03992475,82.2870507,83.00191815,83.49154702,83.56282608,83.85374562,83.73947007,83.20513797,82.7556232,82.68791453,83.89414814,82.85023574,85.14577744,82.36032311,83.61755261,84.05076115,83.31542811,82.93405855,82.96970983,84.87438832,83.85955648,84.15213215,83.66035273,82.52712474,82.63341536,84.41618767,85.71367852,83.61349676,84.70040769,82.1493572,82.02534795,83.18123899,83.55485751,83.91224923,84.3964441,82.15789292,84.38532765,83.2129597,84.50497715,83.17780254,83.41543916,83.85728425,83.46410113,84.8264444,83.0581506,83.63459633,83.12816129,83.91019013
FAM162B,90.3809002,90.32590561,90.40973979,90.13627693,91.52439654,90.78417941,91.2605067,90.32723942,90.22901459,90.17785513,89.41813458,91.28501711,91.46917982,91.52365626,90.76861587,91.28077139,90.11416272,91.28979306,89.4928346,90.78437532,91.64177189,91.20768546,91.06601329,92.08658991,91.42529392,90.62630156,93.69281492,91.71700451,91.22057057,92.33829309,90.19806462,90.38799329,91.21693236,91.26814181,92.14617847,91.73757242,89.68743788,90.87762527,89.06537481,89.54801947,89.48898275,90.00438949,90.74258728,91.28699528,90.67629873,89.92261264,91.53288561,90.72655755,90.93969284,91.40489391,91.82152747,90.31587881,88.48741764,88.84604716,89.84732564,89.9210839,90.57107271,92.73820376,91.31110512,91.37243419,90.92872516,89.30856362,91.94050696,91.2557285,92.05211329,91.26312323,89.83860958,90.830819,89.85360452,91.77434306,90.96860749,91.33140966,89.34390002,90.03921378,91.03058359,91.79555242,92.07963646,92.37648487,89.45455564,91.83597261,91.09866116,90.94498275,89.56533581,90.71698488,90.60764581,89.33782687,90.62418071,90.81956823,91.07307473,89.54556973,89.75969786,90.09667603,91.82470371,92.15247732,89.99907751,89.882944,89.6958378,90.91080242,89.8317502,91.33602521,90.91017983,89.4065885,89.2409542,89.46320754,91.97692833,91.47224496,92.02242345,90.26385494,90.65894935,91.76488605,88.85878941,90.15431584,90.29768438,91.46212399,89.34431698,90.95815933,90.72501456,92.27748675,90.95234735,91.69315917
HNRNPR,109.347079,106.9834357,108.2551392,108.1347293,111.1463793,109.7855398,107.001822,106.9838498,107.8683013,108.5019671,108.9290501,106.348251,106.9356747,108.3349157,108.7467807,108.2847742,107.2970848,108.4130958,109.121937,109.2248288,107.325495,109.6078221,109.274938,110.3807696,108.8446605,108.4083151,107.328594,109.2382549,107.0935439,108.1752635,107.4935501,108.7981112,107.6218233,107.8955504,106.6989516,108.729722,108.9166446,107.6968576,107.1755478,106.4260431,109.5484479,109.3643312,109.7950828,108.1586358,107.479573,108.3662715,106.5820431,106.9693714,107.1781231,108.6860268,109.5917715,108.8015594,108.901728,110.0594605,109.498658,108.0534606,107.7064956,109.064773,107.0992415,109.6910161,108.2332789,109.7370799,107.6384206,109.1411567,108.8635308,108.8661074,106.2332759,109.009451,107.1934294,108.6685139,107.8638606,109.3191258,108.9316947,110.4740309,106.9784772,108.2495215,108.7851454,107.9260481,109.7149434,108.854374,108.4021037,108.2004142,107.2339964,108.097114,106.9970425,109.913572,107.0161752,107.386317,107.6965836,107.6934063,108.2422644,108.3027697,110.6808154,107.5396764,109.1422684,107.9033801,107.4848404,106.7701978,109.244242,108.7188397,107.3671546,106.3774313,109.3419281,109.2517845,107.7410968,107.9873683,108.3467417,108.72381,108.9754816,107.5659803,108.9816192,107.2094144,108.7990842,107.5001329,109.9205544,106.6391518,107.6185521,108.2617983,109.7359321,107.7487259
